
SetupTitle, TFT Id-Vg-1
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, gm
TestParameter, Function.User.Unit, S
TestParameter, Function.User.Definition, diff(Idrain, Vgate)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, Vgate
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 15
TestParameter, Output.Graph.YAxis.Data, Idrain, gm, Idrain
TestParameter, Output.Graph.YAxis.Scale, Log, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, -0.0001
TestParameter, Output.Graph.YAxis.Top, 0.001, 1, 0.0001
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.List.Data, Vgate, Vdrain, Igate, Idrain, gm
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/10/2017 10:32:37
MetaData, TestRecord.TestTarget, 100um_50um
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, e5090ec5-a44f-436f-b902-f19fd7053373
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgate
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Idrain, gm, Idrain
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, S, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-15, 0, -0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.001, 1, 0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777215
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, Vgate: [ -5 , 10 ] V / 301; Igate: 10 mA	Vdrain: [ 1 , 5 ] V / 2 V; Idrain: 100 uA	Vsource: 0 V; Isource: 100 mA
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vgate, Vdrain, Igate, Idrain, gm
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A, A, S
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TFT Id-Vg-1
Dimension1, 301, 301, 301, 301, 301
Dimension2, 3, 3, 3, 3, 3
DataName, Vgate, Vdrain, Igate, Idrain, gm
DataValue, -5, 1, -1.03E-12, 7.52E-14, -9.560000000000034E-13
DataValue, -4.95, 1, 1.9000000000000002E-13, 2.74E-14, -7.3400000000000253E-13
DataValue, -4.9, 1, -9.7000000000000011E-13, 1.8E-15, 3.7400000000000128E-13
DataValue, -4.8500000000000005, 1, -3.6000000000000003E-13, 6.48E-14, -5.2199999999999727E-13
DataValue, -4.8, 1, 8.0000000000000013E-14, -5.04E-14, -8.2199999999999559E-13
DataValue, -4.75, 1, -2.8E-13, -1.74E-14, 4.5200000000000161E-13
DataValue, -4.7, 1, -6.1E-13, -5.2E-15, 7.0400000000000255E-13
DataValue, -4.65, 1, -4.0000000000000006E-14, 5.3E-14, -6.5400000000000226E-13
DataValue, -4.6000000000000005, 1, 4.6000000000000006E-13, -7.06E-14, -1.1019999999999941E-12
DataValue, -4.55, 1, -2.3000000000000003E-13, -5.72E-14, 9.53999999999995E-13
DataValue, -4.5, 1, -9.0000000000000008E-14, 2.48E-14, -7.1200000000000242E-13
DataValue, -4.45, 1, -1.7E-13, -1.284E-13, -1.1560000000000042E-12
DataValue, -4.4, 1, 3.2000000000000005E-13, -9.08E-14, 5.84000000000002E-13
DataValue, -4.3500000000000005, 1, -4.4000000000000004E-13, -7E-14, -1.2399999999999924E-13
DataValue, -4.3, 1, -5.5000000000000008E-13, -1.0319999999999999E-13, -4.1799999999999771E-13
DataValue, -4.25, 1, 2.1000000000000001E-13, -1.118E-13, -4.1800000000000145E-13
DataValue, -4.2, 1, -4.2000000000000003E-13, -1.45E-13, 3.0400000000000108E-13
DataValue, -4.15, 1, -3.2000000000000005E-13, -8.14E-14, 5.9999999999998916E-15
DataValue, -4.1, 1, -1.8000000000000002E-13, -1.444E-13, -6.4599999999999664E-13
DataValue, -4.05, 1, -1.4E-13, -1.46E-13, 7.2000000000000249E-13
DataValue, -4, 1, -3.6000000000000003E-13, -7.24E-14, 7.7600000000000285E-13
DataValue, -3.95, 1, -5E-14, -6.84E-14, -9.6199999999999933E-13
DataValue, -3.9, 1, 2.1000000000000001E-13, -1.686E-13, -7.559999999999992E-13
DataValue, -3.85, 1, 1.0000000000000002E-14, -1.44E-13, 6.1800000000000231E-13
DataValue, -3.8000000000000003, 1, -2.7E-13, -1.068E-13, -9.1999999999999936E-14
DataValue, -3.75, 1, -2.1000000000000001E-13, -1.532E-13, -3.5199999999999971E-13
DataValue, -3.7, 1, 2.8E-13, -1.42E-13, 2.959999999999997E-13
DataValue, -3.65, 1, -5.1E-13, -1.236E-13, 7.6999999999999934E-13
DataValue, -3.6, 1, -2.8E-13, -6.5E-14, -3.7600000000000117E-13
DataValue, -3.5500000000000003, 1, -7E-14, -1.6119999999999999E-13, -6.2799999999999934E-13
DataValue, -3.5, 1, 8.0000000000000013E-14, -1.278E-13, 4.8999999999999953E-13
DataValue, -3.45, 1, -5.1E-13, -1.1219999999999999E-13, 6.9399999999999937E-13
DataValue, -3.4, 1, 2.0000000000000003E-14, -5.84E-14, -7.3599999999999949E-13
DataValue, -3.35, 1, 3.9000000000000005E-13, -1.858E-13, -8.7200000000000315E-13
DataValue, -3.3000000000000003, 1, -1.3E-13, -1.456E-13, 6.619999999999995E-13
DataValue, -3.25, 1, -3.0000000000000005E-14, -1.196E-13, 1.1200000000000008E-13
DataValue, -3.2, 1, 1.6000000000000003E-13, -1.344E-13, -3.9799999999999982E-13
DataValue, -3.15, 1, 1.4E-13, -1.594E-13, -3.1799999999999971E-13
DataValue, -3.1, 1, -1.9000000000000002E-13, -1.662E-13, 9.8200000000000369E-13
DataValue, -3.0500000000000003, 1, -5E-14, -6.12E-14, 2.9199999999999966E-13
DataValue, -3, 1, 4.0000000000000006E-14, -1.37E-13, -7.3799999999999948E-13
DataValue, -2.95, 1, 7E-14, -1.35E-13, -4.0000000000000295E-15
DataValue, -2.9, 1, -1.6000000000000003E-13, -1.374E-13, 8.3799999999999936E-13
DataValue, -2.85, 1, -3.1000000000000004E-13, -5.12E-14, -3.30000000000001E-13
DataValue, -2.8000000000000003, 1, 3.0000000000000003E-13, -1.7039999999999999E-13, -5.3399999999999954E-13
DataValue, -2.75, 1, -4.7E-13, -1.046E-13, 1.0599999999999991E-13
DataValue, -2.7, 1, -4E-13, -1.5979999999999999E-13, -7.2799999999999942E-13
DataValue, -2.65, 1, 3.1000000000000004E-13, -1.774E-13, 6.5999999999999858E-14
DataValue, -2.6, 1, -1E-13, -1.532E-13, 8.1000000000000291E-13
DataValue, -2.5500000000000003, 1, -2.2000000000000002E-13, -9.64E-14, 5.79999999999998E-14
DataValue, -2.5, 1, 2.3000000000000003E-13, -1.474E-13, -9.1999999999999911E-13
DataValue, -2.45, 1, 2.8E-13, -1.8839999999999999E-13, 9.5999999999999957E-14
DataValue, -2.4, 1, -2.1000000000000001E-13, -1.378E-13, 5.1799999999999941E-13
DataValue, -2.35, 1, -2.4000000000000004E-13, -1.366E-13, 7.5400000000000264E-13
DataValue, -2.3000000000000003, 1, 8.0000000000000013E-14, -6.24E-14, 6.1999999999999837E-14
DataValue, -2.25, 1, 4.6000000000000006E-13, -1.304E-13, -5.5999999999999953E-13
DataValue, -2.2, 1, -3.0000000000000003E-13, -1.184E-13, 7.0399999999999942E-13
DataValue, -2.15, 1, -4.2000000000000003E-13, -6E-14, -4.3199999999999942E-13
DataValue, -2.1, 1, 3.2000000000000005E-13, -1.616E-13, -1.1779999999999988E-12
DataValue, -2.05, 1, -2.2000000000000002E-13, -1.7779999999999999E-13, 7.559999999999992E-13
DataValue, -2, 1, -4.6000000000000006E-13, -8.6E-14, 1.0420000000000012E-12
DataValue, -1.95, 1, -2.0000000000000003E-14, -7.36E-14, -8.4600000000000114E-13
DataValue, -1.9000000000000001, 1, 4.6000000000000006E-13, -1.706E-13, -6.2600000000000077E-13
DataValue, -1.85, 1, -2.4000000000000004E-13, -1.362E-13, 1.0619999999999991E-12
DataValue, -1.8, 1, 1.4E-13, -6.44E-14, 1.1599999999999986E-13
DataValue, -1.75, 1, 6.400000000000001E-13, -1.246E-13, -1.2159999999999991E-12
DataValue, -1.7, 1, 9.4E-13, -1.86E-13, -3.9400000000000064E-13
DataValue, -1.6500000000000001, 1, -2.2000000000000002E-13, -1.64E-13, 1.4400000000000014E-13
DataValue, -1.6, 1, 1.0000000000000002E-14, -1.716E-13, -2.3999999999999926E-14
DataValue, -1.55, 1, 4.6000000000000006E-13, -1.664E-13, 2.3999999999999979E-13
DataValue, -1.5, 1, -6.0000000000000009E-14, -1.476E-13, 4.6199999999999955E-13
DataValue, -1.45, 1, -3.7000000000000004E-13, -1.202E-13, 8.06000000000001E-13
DataValue, -1.4000000000000001, 1, 1.1000000000000001E-13, -6.7E-14, -9.980000000000012E-13
DataValue, -1.35, 1, 7.3E-13, -2.2E-13, -6.859999999999993E-13
DataValue, -1.3, 1, -4.6000000000000006E-13, -1.356E-13, 8.9399999999999922E-13
DataValue, -1.25, 1, -3.7000000000000004E-13, -1.306E-13, -6.5599999999999933E-13
DataValue, -1.2, 1, 0, -2.012E-13, -9.520000000000014E-13
DataValue, -1.1500000000000001, 1, -1.0000000000000002E-14, -2.258E-13, 1.2340000000000018E-12
DataValue, -1.1, 1, -4.8000000000000008E-13, -7.78E-14, 1.3839999999999988E-12
DataValue, -1.05, 1, -9.0000000000000008E-14, -8.74E-14, -9.1799999999999932E-13
DataValue, -1, 1, 6.1E-13, -1.696E-13, -6.0000000000000027E-13
DataValue, -0.95000000000000007, 1, -2.2000000000000002E-13, -1.474E-13, 3.6400000000000012E-13
DataValue, -0.9, 1, -2.5E-13, -1.332E-13, -3.3799999999999962E-13
DataValue, -0.85, 1, 7E-14, -1.812E-13, -3.3799999999999997E-13
DataValue, -0.8, 1, 2.5E-13, -1.67E-13, 3.0200000000000018E-13
DataValue, -0.75, 1, -3.8000000000000005E-13, -1.51E-13, 4.8000000000000008E-13
DataValue, -0.70000000000000007, 1, 2.0000000000000003E-14, -1.19E-13, -4.4400000000000028E-13
DataValue, -0.65, 1, 5.1E-13, -1.954E-13, -3.4799999999999958E-13
DataValue, -0.6, 1, -3.8000000000000005E-13, -1.5379999999999999E-13, 7.3000000000000032E-13
DataValue, -0.55, 1, -1.8000000000000002E-13, -1.224E-13, 8.24E-13
DataValue, -0.5, 1, 8.300000000000001E-13, -7.14E-14, 4.6579999999999981E-12
DataValue, -0.45, 1, 2.2000000000000002E-13, 3.434E-13, 2.2188000000000002E-11
DataValue, -0.4, 1, -1E-13, 2.1474E-12, 8.4292E-11
DataValue, -0.35000000000000003, 1, 1.4300000000000002E-12, 8.7725999999999992E-12, 3.2327199999999987E-10
DataValue, -0.3, 1, 1.32E-12, 3.44746E-11, 1.1526739999999997E-09
DataValue, -0.25, 1, -3.1000000000000004E-13, 1.2404000000000002E-10, 3.4964540000000007E-09
DataValue, -0.2, 1, -5E-14, 3.8412E-10, 8.7464000000000011E-09
DataValue, -0.15, 1, -3.1000000000000004E-13, 9.9868000000000011E-10, 1.79098E-08
DataValue, -0.1, 1, -5.53E-12, 2.1751E-09, 3.0778200000000004E-08
DataValue, -0.05, 1, 1.03E-12, 4.0765E-09, 4.6198999999999996E-08
DataValue, 0, 1, 2.6E-13, 6.795E-09, 6.2852999999999987E-08
DataValue, 0.05, 1, -1.5000000000000002E-13, 1.03618E-08, 8.0259999999999979E-08
DataValue, 0.1, 1, -1.1500000000000002E-12, 1.4821E-08, 9.7869999999999976E-08
DataValue, 0.15, 1, 1.31E-12, 2.0148799999999996E-08, 1.1646399999999996E-07
DataValue, 0.2, 1, 1.03E-12, 2.6467399999999997E-08, 1.3493399999999998E-07
DataValue, 0.25, 1, 1.2900000000000002E-12, 3.3642199999999995E-08, 1.5248000000000003E-07
DataValue, 0.3, 1, 1.1000000000000002E-12, 4.1715399999999995E-08, 1.6982999999999995E-07
DataValue, 0.35000000000000003, 1, 1.6200000000000002E-12, 5.0625199999999996E-08, 1.8650199999999991E-07
DataValue, 0.4, 1, 1.27E-12, 6.0365599999999991E-08, 2.0418599999999995E-07
DataValue, 0.45, 1, 1.0500000000000002E-12, 7.1043799999999987E-08, 2.2258800000000009E-07
DataValue, 0.5, 1, 1.4700000000000002E-12, 8.26244E-08, 2.3933999999999997E-07
DataValue, 0.55, 1, 1.4300000000000002E-12, 9.49778E-08, 2.5411400000000005E-07
DataValue, 0.6, 1, 1.64E-12, 1.0803579999999999E-07, 2.7242200000000006E-07
DataValue, 0.65, 1, 1.1000000000000002E-12, 1.2222E-07, 2.9064199999999986E-07
DataValue, 0.70000000000000007, 1, 7.4000000000000008E-13, 1.371E-07, 3.0540000000000013E-07
DataValue, 0.75, 1, -8.0000000000000013E-14, 1.5276E-07, 3.2100000000000008E-07
DataValue, 0.8, 1, 0, 1.692E-07, 3.3139999999999996E-07
DataValue, 0.85, 1, 4.7E-13, 1.859E-07, 3.5600000000000006E-07
DataValue, 0.9, 1, 1.59E-12, 2.048E-07, 3.7379999999999976E-07
DataValue, 0.95000000000000007, 1, 5.1E-13, 2.2328E-07, 3.757999999999998E-07
DataValue, 1, 1, -1.0000000000000002E-14, 2.4238E-07, 3.8379999999999988E-07
DataValue, 1.05, 1, -6.0000000000000007E-13, 2.6166E-07, 4.067999999999998E-07
DataValue, 1.1, 1, 8.9E-13, 2.8306E-07, 4.1139999999999973E-07
DataValue, 1.1500000000000001, 1, 1.13E-12, 3.028E-07, 4.0760000000000055E-07
DataValue, 1.2, 1, 5.6E-13, 3.2382E-07, 4.3320000000000052E-07
DataValue, 1.25, 1, -2.7E-13, 3.4612E-07, 4.2819999999999972E-07
