
SetupTitle, TFT Id-Vg-1
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, gm
TestParameter, Function.User.Unit, S
TestParameter, Function.User.Definition, diff(Idrain, Vgate)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, Vgate
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 15
TestParameter, Output.Graph.YAxis.Data, Idrain, gm, Idrain
TestParameter, Output.Graph.YAxis.Scale, Log, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, -0.0001
TestParameter, Output.Graph.YAxis.Top, 0.001, 1, 0.0001
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.List.Data, Vgate, Vdrain, Igate, Idrain, gm
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/10/2017 09:58:21
MetaData, TestRecord.TestTarget, 100um_50um
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, d142d11e-1e6f-40d8-81a0-dcb2e1ee98fe
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgate
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Idrain, gm, Idrain
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, S, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-15, 0, -0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.001, 1, 0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777215
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, Vgate: [ -5 , 10 ] V / 301; Igate: 10 mA	Vdrain: [ 1 , 5 ] V / 2 V; Idrain: 100 uA	Vsource: 0 V; Isource: 100 mA
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vgate, Vdrain, Igate, Idrain, gm
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A, A, S
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TFT Id-Vg-1
Dimension1, 301, 301, 301, 301, 301
Dimension2, 3, 3, 3, 3, 3
DataName, Vgate, Vdrain, Igate, Idrain, gm
DataValue, -5, 1, 3.9000000000000005E-13, -1.4319999999999999E-13, -2.4920000000000088E-12
DataValue, -4.95, 1, 4.1E-13, -2.678E-13, -1.3980000000000052E-12
DataValue, -4.9, 1, -1.5000000000000002E-13, -2.83E-13, 5.84000000000002E-13
DataValue, -4.8500000000000005, 1, -2.5E-13, -2.094E-13, 1.2999999999999927E-13
DataValue, -4.8, 1, -1.1000000000000001E-13, -2.7E-13, -1.0319999999999946E-12
DataValue, -4.75, 1, 2.9000000000000003E-13, -3.126E-13, -4.7000000000000173E-13
DataValue, -4.7, 1, -1.8000000000000002E-13, -3.17E-13, 1.0100000000000036E-12
DataValue, -4.65, 1, -2.1000000000000001E-13, -2.116E-13, -3.3999999999999773E-14
DataValue, -4.6000000000000005, 1, -1.7E-13, -3.204E-13, -9.9399999999999455E-13
DataValue, -4.55, 1, 0, -3.11E-13, 3.5599999999999778E-13
DataValue, -4.5, 1, -2.9000000000000003E-13, -2.848E-13, 1.9999999999998976E-15
DataValue, -4.45, 1, -2.5E-13, -3.108E-13, 8.38000000000003E-13
DataValue, -4.4, 1, 7E-14, -2.01E-13, 1.9400000000000066E-13
DataValue, -4.3500000000000005, 1, 8.300000000000001E-13, -2.914E-13, -4.2599999999999763E-13
DataValue, -4.3, 1, -2.0000000000000003E-14, -2.436E-13, -5.5199999999999714E-13
DataValue, -4.25, 1, 5.9E-13, -3.466E-13, -1.0540000000000036E-12
DataValue, -4.2, 1, -4.2000000000000003E-13, -3.49E-13, 1.0800000000000052E-13
DataValue, -4.15, 1, -3.7000000000000004E-13, -3.358E-13, -1.8399999999999904E-13
DataValue, -4.1, 1, 5.2E-13, -3.674E-13, -2.9399999999999849E-13
DataValue, -4.05, 1, -9.0000000000000008E-14, -3.652E-13, 9.5400000000000321E-13
DataValue, -4, 1, -5E-13, -2.72E-13, 4.1200000000000163E-13
DataValue, -3.95, 1, -1.7E-13, -3.24E-13, -3.5799999999999979E-13
DataValue, -3.9, 1, 1.0000000000000002E-14, -3.078E-13, 1.5799999999999978E-13
DataValue, -3.85, 1, -3.8000000000000005E-13, -3.082E-13, -4.9800000000000182E-13
DataValue, -3.8000000000000003, 1, -2E-13, -3.576E-13, -2.0999999999999994E-13
DataValue, -3.75, 1, 3.0000000000000003E-13, -3.292E-13, -3.5799999999999928E-13
DataValue, -3.7, 1, -1.9000000000000002E-13, -3.9339999999999997E-13, 1.3199999999999972E-13
DataValue, -3.65, 1, -4.6000000000000006E-13, -3.16E-13, 3.2399999999999963E-13
DataValue, -3.6, 1, 1.2000000000000002E-13, -3.61E-13, -2.2000000000000035E-13
DataValue, -3.5500000000000003, 1, 1.2000000000000002E-13, -3.3799999999999997E-13, -3.7599999999999976E-13
DataValue, -3.5, 1, -1.8000000000000002E-13, -3.986E-13, -1.5000000000000024E-13
DataValue, -3.45, 1, -2.1000000000000001E-13, -3.53E-13, 1.2739999999999988E-12
DataValue, -3.4, 1, 8E-13, -2.712E-13, 7.4399999999999946E-13
DataValue, -3.35, 1, 1.08E-12, -2.786E-13, -6.2400000000000239E-13
DataValue, -3.3000000000000003, 1, 1.22E-12, -3.336E-13, -8.8199999999999937E-13
DataValue, -3.25, 1, 1.9000000000000002E-13, -3.668E-13, -6.4799999999999926E-13
DataValue, -3.2, 1, -1E-13, -3.984E-13, 4.0800000000000003E-13
DataValue, -3.15, 1, -5.2E-13, -3.2599999999999997E-13, 3.4599999999999994E-13
DataValue, -3.1, 1, -2.5E-13, -3.6379999999999997E-13, -2.5800000000000092E-13
DataValue, -3.0500000000000003, 1, 5E-13, -3.518E-13, -6.3999999999999967E-14
DataValue, -3, 1, -7E-14, -3.702E-13, 3.4599999999999943E-13
DataValue, -2.95, 1, -2.4000000000000004E-13, -3.172E-13, -1.5799999999999978E-13
DataValue, -2.9, 1, 6.0000000000000009E-14, -3.8599999999999997E-13, -1.1199999999999989E-12
DataValue, -2.85, 1, 3.0000000000000003E-13, -4.292E-13, 4.300000000000012E-13
DataValue, -2.8000000000000003, 1, -3.2000000000000005E-13, -3.43E-13, 1.0199999999999989E-12
DataValue, -2.75, 1, -1.5000000000000002E-13, -3.272E-13, -3.6799999999999974E-13
DataValue, -2.7, 1, 9.2000000000000012E-13, -3.798E-13, -3.7599999999999926E-13
DataValue, -2.65, 1, -3.6000000000000003E-13, -3.6479999999999997E-13, 6.159999999999996E-13
DataValue, -2.6, 1, -6.7000000000000007E-13, -3.182E-13, 1.5800000000000049E-13
DataValue, -2.5500000000000003, 1, -2.7E-13, -3.49E-13, -5.4199999999999961E-13
DataValue, -2.5, 1, 1.2000000000000002E-13, -3.724E-13, -3.0800000000000005E-13
DataValue, -2.45, 1, -5.4E-13, -3.798E-13, 1.0299999999999993E-12
DataValue, -2.4, 1, -3.8000000000000005E-13, -2.694E-13, 5.4199999999999961E-13
DataValue, -2.35, 1, 2.8E-13, -3.256E-13, -9.9200000000000365E-13
DataValue, -2.3000000000000003, 1, 0, -3.686E-13, -1.3799999999999989E-13
DataValue, -2.25, 1, -3.5E-13, -3.394E-13, 4.5799999999999977E-13
DataValue, -2.2, 1, -9.0000000000000008E-14, -3.228E-13, -7.0199999999999933E-13
DataValue, -2.15, 1, 3.6000000000000003E-13, -4.096E-13, -5.1799999999999941E-13
DataValue, -2.1, 1, -2.3000000000000003E-13, -3.746E-13, 7.9799999999999953E-13
DataValue, -2.05, 1, -1.1000000000000001E-13, -3.2979999999999997E-13, -2.4000000000000179E-14
DataValue, -2, 1, 2.4000000000000004E-13, -3.77E-13, 4.5400000000000049E-13
DataValue, -1.95, 1, 1.2000000000000002E-13, -2.844E-13, 3.820000000000008E-13
DataValue, -1.9000000000000001, 1, 1.1100000000000001E-12, -3.388E-13, -5.7200000000000079E-13
DataValue, -1.85, 1, -2.9000000000000003E-13, -3.416E-13, -8.5399999999999939E-13
DataValue, -1.8, 1, 1.5000000000000002E-13, -4.242E-13, 9.3999999999999814E-14
DataValue, -1.75, 1, -1.2000000000000002E-13, -3.322E-13, 8.5399999999999939E-13
DataValue, -1.7, 1, -3.0000000000000003E-13, -3.388E-13, -6.7800000000000115E-13
DataValue, -1.6500000000000001, 1, -3.3E-13, -4E-13, -1.6000000000000156E-14
DataValue, -1.6, 1, 1.4E-13, -3.404E-13, 6.2399999999999966E-13
DataValue, -1.55, 1, -4.5000000000000005E-13, -3.376E-13, -1.6799999999999974E-13
DataValue, -1.5, 1, -4.5000000000000005E-13, -3.572E-13, -8.9199999999999933E-13
DataValue, -1.45, 1, 4.9E-13, -4.268E-13, -1.6600000000000023E-13
DataValue, -1.4000000000000001, 1, -3.4E-13, -3.738E-13, 1.0520000000000014E-12
DataValue, -1.35, 1, -1.6000000000000003E-13, -3.216E-13, -1.4000000000000231E-14
DataValue, -1.3, 1, 5E-14, -3.752E-13, -5.8799999999999911E-13
DataValue, -1.25, 1, 3.4E-13, -3.8039999999999997E-13, 1.0400000000000028E-13
DataValue, -1.2, 1, -1.8000000000000002E-13, -3.6479999999999997E-13, 3.0200000000000003E-13
DataValue, -1.1500000000000001, 1, -4.8000000000000008E-13, -3.502E-13, 1.1620000000000015E-12
DataValue, -1.1, 1, 6.1E-13, -2.4859999999999997E-13, -2.4999999999999974E-13
DataValue, -1.05, 1, 1.23E-12, -3.752E-13, -2.8000000000000007E-13
DataValue, -1, 1, -8.0000000000000013E-14, -2.766E-13, -1.6799999999999992E-13
DataValue, -0.95000000000000007, 1, 5E-14, -3.92E-13, -9.18E-13
DataValue, -0.9, 1, -3.7000000000000004E-13, -3.684E-13, 4.499999999999997E-13
DataValue, -0.85, 1, -3.0000000000000003E-13, -3.47E-13, 2.1599999999999984E-13
DataValue, -0.8, 1, 5E-14, -3.468E-13, 9.18E-13
DataValue, -0.75, 1, 3.6000000000000003E-13, -2.552E-13, 9.1600000000000014E-13
DataValue, -0.70000000000000007, 1, 1.5600000000000002E-12, -2.552E-13, -4.82E-13
DataValue, -0.65, 1, 1E-12, -3.034E-13, -1.4419999999999985E-12
DataValue, -0.6, 1, 6.0000000000000007E-13, -3.994E-13, -5.2999999999999986E-13
DataValue, -0.55, 1, -9.0000000000000008E-14, -3.564E-13, 4.9640000000000011E-12
DataValue, -0.5, 1, 9.0000000000000008E-14, 9.7E-14, 1.8429999999999995E-11
DataValue, -0.45, 1, 2.2000000000000002E-13, 1.4866E-12, 6.0846000000000019E-11
DataValue, -0.4, 1, 7.7000000000000005E-13, 6.1816E-12, 2.14256E-10
DataValue, -0.35000000000000003, 1, -2.4000000000000004E-13, 2.29122E-11, 6.9304399999999964E-10
DataValue, -0.3, 1, 1.17E-12, 7.5486E-11, 1.9952779999999995E-09
DataValue, -0.25, 1, 7.9000000000000007E-13, 2.2244E-10, 4.8084400000000021E-09
DataValue, -0.2, 1, 6.9000000000000009E-13, 5.5633000000000008E-10, 9.2826E-09
DataValue, -0.15, 1, 9.5E-13, 1.1507E-09, 1.45847E-08
DataValue, -0.1, 1, -2.9000000000000003E-13, 2.0148E-09, 1.9832000000000005E-08
DataValue, -0.05, 1, -1.7E-13, 3.1339E-09, 2.4864999999999995E-08
DataValue, 0, 1, 2.7E-13, 4.5013E-09, 2.9799999999999996E-08
DataValue, 0.05, 1, 9.9E-13, 6.1139E-09, 3.4792E-08
DataValue, 0.1, 1, 1.26E-12, 7.9805E-09, 3.991500000000001E-08
DataValue, 0.15, 1, 1.02E-12, 1.01054E-08, 4.5410999999999995E-08
DataValue, 0.2, 1, 1.5000000000000002E-13, 1.25216E-08, 5.0565999999999965E-08
DataValue, 0.25, 1, 1.18E-12, 1.5161999999999997E-08, 5.5590000000000017E-08
DataValue, 0.3, 1, 8.1000000000000008E-13, 1.80806E-08, 6.0992E-08
DataValue, 0.35000000000000003, 1, 7.5E-13, 2.12612E-08, 6.6399999999999959E-08
DataValue, 0.4, 1, 9.7000000000000011E-13, 2.47206E-08, 7.1756000000000011E-08
DataValue, 0.45, 1, 6.1E-13, 2.8436799999999998E-08, 7.7167999999999993E-08
DataValue, 0.5, 1, 6.0000000000000007E-13, 3.2437399999999996E-08, 8.2671999999999948E-08
DataValue, 0.55, 1, 9.000000000000001E-13, 3.6703999999999996E-08, 8.805200000000004E-08
DataValue, 0.6, 1, 8.8000000000000009E-13, 4.12426E-08, 9.3404000000000007E-08
DataValue, 0.65, 1, 5.3000000000000006E-13, 4.6044399999999994E-08, 9.8819999999999862E-08
DataValue, 0.70000000000000007, 1, 8.4000000000000006E-13, 5.1124599999999994E-08, 1.0503400000000003E-07
DataValue, 0.75, 1, 6.6E-13, 5.6547799999999994E-08, 1.1023000000000008E-07
DataValue, 0.8, 1, 6.0000000000000009E-14, 6.21476E-08, 1.1465E-07
DataValue, 0.85, 1, -2E-13, 6.8012799999999991E-08, 1.1980999999999996E-07
DataValue, 0.9, 1, -8.0000000000000013E-14, 7.4128599999999993E-08, 1.2450799999999989E-07
DataValue, 0.95000000000000007, 1, 5E-14, 8.046359999999999E-08, 1.2861600000000007E-07
DataValue, 1, 1, -2.0000000000000003E-14, 8.69902E-08, 1.3253400000000004E-07
DataValue, 1.05, 1, -1E-13, 9.3716999999999991E-08, 1.3589799999999981E-07
DataValue, 1.1, 1, -2.1000000000000001E-13, 1.0057999999999999E-07, 1.3828199999999981E-07
DataValue, 1.1500000000000001, 1, -4E-13, 1.0754519999999999E-07, 1.4022800000000014E-07
DataValue, 1.2, 1, -3.8000000000000005E-13, 1.1460279999999999E-07, 1.4134800000000022E-07
DataValue, 1.25, 1, -3.6000000000000003E-13, 1.2168E-07, 1.4237200000000008E-07
