
SetupTitle, TFT Id-Vg
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, gm
TestParameter, Function.User.Unit, S
TestParameter, Function.User.Definition, diff(Idrain, Vgate)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, Vgate
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 15
TestParameter, Output.Graph.YAxis.Data, Idrain, gm, Idrain
TestParameter, Output.Graph.YAxis.Scale, Log, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, -0.0001
TestParameter, Output.Graph.YAxis.Top, 0.001, 1, 0.0001
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.List.Data, Vgate, Vdrain, Igate, Idrain, gm
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/10/2017 11:10:04
MetaData, TestRecord.TestTarget, 50um_10um
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, a286a49e-b98c-430d-ac5d-2710b3e3812a
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgate
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Idrain, gm, Idrain
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, S, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-15, 0, -0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.001, 1, 0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777215
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, Vgate: [ -5 , 10 ] V / 301; Igate: 10 mA	Vdrain: [ 100 m, 900 m] V / 400 mV; Idrain: 100 uA	Vsource: 0 V; Isource: 100 mA
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vgate, Vdrain, Igate, Idrain, gm
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A, A, S
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TFT Id-Vg
Dimension1, 301, 301, 301, 301, 301
Dimension2, 3, 3, 3, 3, 3
DataName, Vgate, Vdrain, Igate, Idrain, gm
DataValue, -5, 0.1, -5.7E-13, -1.36E-14, -2.0800000000000073E-12
DataValue, -4.95, 0.1, -3.3E-13, -1.176E-13, -7.3400000000000253E-13
DataValue, -4.9, 0.1, -3.3E-13, -8.7E-14, 1.0800000000000037E-12
DataValue, -4.8500000000000005, 0.1, 7.8000000000000011E-13, -9.6E-15, -2.0999999999999888E-13
DataValue, -4.8, 0.1, 1.1900000000000002E-12, -1.08E-13, -7.25999999999996E-13
DataValue, -4.75, 0.1, -1.4E-13, -8.2199999999999993E-14, -6.0000000000000211E-14
DataValue, -4.7, 0.1, 4.0000000000000006E-14, -1.14E-13, -6.8400000000000234E-13
DataValue, -4.65, 0.1, 1.8000000000000002E-13, -1.5059999999999998E-13, 4.4000000000000146E-13
DataValue, -4.6000000000000005, 0.1, -3.5E-13, -7E-14, 1.3519999999999928E-12
DataValue, -4.55, 0.1, 1.09E-12, -1.54E-14, 6.1599999999999677E-13
DataValue, -4.5, 0.1, 6.2000000000000008E-13, -8.4E-15, -1.0840000000000037E-12
DataValue, -4.45, 0.1, 1.12E-12, -1.238E-13, -8.840000000000032E-13
DataValue, -4.4, 0.1, 9.0000000000000008E-14, -9.68E-14, 1.0260000000000035E-12
DataValue, -4.3500000000000005, 0.1, 6.7000000000000007E-13, -2.12E-14, 8.8599999999999522E-13
DataValue, -4.3, 0.1, 9.9E-13, -8.1999999999999991E-15, -4.4599999999999754E-13
DataValue, -4.25, 0.1, 1.18E-12, -6.58E-14, -1.2760000000000043E-12
DataValue, -4.2, 0.1, 2.8E-13, -1.3579999999999999E-13, -4.5000000000000157E-13
DataValue, -4.15, 0.1, -1.5000000000000002E-13, -1.1079999999999999E-13, 4.0799999999999771E-13
DataValue, -4.1, 0.1, -3.9000000000000005E-13, -9.5E-14, 4.1999999999999752E-14
DataValue, -4.05, 0.1, -9.0000000000000008E-14, -1.066E-13, 1.7400000000000067E-13
DataValue, -4, 0.1, 3.4E-13, -7.7599999999999992E-14, -8.6000000000000391E-14
DataValue, -3.95, 0.1, -7E-14, -1.152E-13, -1.0400000000000002E-13
DataValue, -3.9, 0.1, -8.0000000000000013E-14, -8.8E-14, -1.0999999999999994E-13
DataValue, -3.85, 0.1, 1.1000000000000001E-13, -1.262E-13, -7.9999999999999691E-15
DataValue, -3.8000000000000003, 0.1, 2.9000000000000003E-13, -8.88E-14, 2.239999999999999E-13
DataValue, -3.75, 0.1, -3.5E-13, -1.038E-13, 2.7999999999999956E-14
DataValue, -3.7, 0.1, -1.9000000000000002E-13, -8.6E-14, -1.9599999999999995E-13
DataValue, -3.65, 0.1, 6.6E-13, -1.234E-13, -1.7999999999999984E-13
DataValue, -3.6, 0.1, 6.0000000000000009E-14, -1.04E-13, 9.5000000000000342E-13
DataValue, -3.5500000000000003, 0.1, 2.0000000000000003E-14, -2.84E-14, -4.4199999999999953E-13
DataValue, -3.5, 0.1, 1.1000000000000001E-13, -1.482E-13, 5.3799999999999953E-13
DataValue, -3.45, 0.1, 4E-13, 2.54E-14, 6.2199999999999937E-13
DataValue, -3.4, 0.1, 1.37E-12, -8.6E-14, -5.679999999999995E-13
DataValue, -3.35, 0.1, 8.0000000000000013E-14, -3.14E-14, -5.6600000000000193E-13
DataValue, -3.3000000000000003, 0.1, 6.400000000000001E-13, -1.426E-13, -2.4199999999999978E-13
DataValue, -3.25, 0.1, -1.8000000000000002E-13, -5.56E-14, 8.4399999999999923E-13
DataValue, -3.2, 0.1, 2.0000000000000003E-14, -5.82E-14, -9.9199999999999921E-13
DataValue, -3.15, 0.1, 3.7000000000000004E-13, -1.548E-13, -6.6399999999999939E-13
DataValue, -3.1, 0.1, 5.2E-13, -1.246E-13, 5.8400000000000216E-13
DataValue, -3.0500000000000003, 0.1, -2E-13, -9.64E-14, 1.0199999999999988E-13
DataValue, -3, 0.1, 1.1000000000000002E-12, -1.144E-13, -5.9599999999999938E-13
DataValue, -2.95, 0.1, 8E-13, -1.56E-13, 6.6399999999999939E-13
DataValue, -2.9, 0.1, 3.3E-13, -4.8E-14, 7.6399999999999927E-13
DataValue, -2.85, 0.1, -5.4E-13, -7.96E-14, -3.6200000000000128E-13
DataValue, -2.8000000000000003, 0.1, -2.0000000000000003E-14, -8.42E-14, -4.3799999999999975E-13
DataValue, -2.75, 0.1, -6.0000000000000009E-14, -1.234E-13, 3.2799999999999966E-13
DataValue, -2.7, 0.1, -1.7E-13, -5.14E-14, 5.5999999999999963E-13
DataValue, -2.65, 0.1, 9.9E-13, -6.74E-14, -1.3379999999999987E-12
DataValue, -2.6, 0.1, 7.9000000000000007E-13, -1.852E-13, -3.4000000000000128E-13
DataValue, -2.5500000000000003, 0.1, -7E-14, -1.014E-13, 1.5819999999999989E-12
DataValue, -2.5, 0.1, -2.2000000000000002E-13, -2.7E-14, -1.9199999999999966E-13
DataValue, -2.45, 0.1, 4.8000000000000008E-13, -1.2059999999999999E-13, -1.3639999999999988E-12
DataValue, -2.4, 0.1, -2.6E-13, -1.634E-13, 6.9999999999999914E-13
DataValue, -2.35, 0.1, -8.0000000000000013E-14, -5.06E-14, 2.980000000000009E-13
DataValue, -2.3000000000000003, 0.1, 3.9000000000000005E-13, -1.336E-13, -9.5599999999999916E-13
DataValue, -2.25, 0.1, 4.7E-13, -1.462E-13, 3.8599999999999972E-13
DataValue, -2.2, 0.1, -3.2000000000000005E-13, -9.5E-14, 8.2199999999999922E-13
DataValue, -2.15, 0.1, -1.1000000000000001E-13, -6.4E-14, -7.9999999999999328E-15
DataValue, -2.1, 0.1, 9.0000000000000008E-14, -9.5799999999999993E-14, -8.1799999999999914E-13
DataValue, -2.05, 0.1, 1.3E-13, -1.458E-13, -2.4599999999999981E-13
DataValue, -2, 0.1, -3.1000000000000004E-13, -1.204E-13, 9.1800000000000114E-13
DataValue, -1.95, 0.1, -1.8000000000000002E-13, -5.4E-14, 4.4600000000000052E-13
DataValue, -1.9000000000000001, 0.1, 1.2000000000000002E-13, -7.58E-14, -3.8400000000000059E-13
DataValue, -1.85, 0.1, 4.0000000000000006E-14, -9.24E-14, 1.7799999999999995E-13
DataValue, -1.8, 0.1, -1.8000000000000002E-13, -5.7999999999999993E-14, -4.4399999999999967E-13
DataValue, -1.75, 0.1, -3.0000000000000005E-14, -1.368E-13, -7.9599999999999923E-13
DataValue, -1.7, 0.1, 4.9E-13, -1.376E-13, 8.0200000000000113E-13
DataValue, -1.6500000000000001, 0.1, -3.0000000000000005E-14, -5.66E-14, 7.4200000000000088E-13
DataValue, -1.6, 0.1, 1.7E-13, -6.34E-14, -4.3799999999999955E-13
DataValue, -1.55, 0.1, 4.2000000000000003E-13, -1.004E-13, -7.8599999999999928E-13
DataValue, -1.5, 0.1, 5.7E-13, -1.42E-13, -1.899999999999999E-13
DataValue, -1.45, 0.1, 3.0000000000000005E-14, -1.194E-13, -1.18E-13
DataValue, -1.4000000000000001, 0.1, -9.0000000000000008E-14, -1.5379999999999999E-13, 4.520000000000006E-13
DataValue, -1.35, 0.1, 2.5E-13, -7.42E-14, 6.379999999999993E-13
DataValue, -1.3, 0.1, 1.23E-12, -9E-14, 3.3799999999999977E-13
DataValue, -1.25, 0.1, 3.0000000000000003E-13, -4.04E-14, -2.5199999999999989E-13
DataValue, -1.2, 0.1, 9.3E-13, -1.152E-13, -6.5200000000000086E-13
DataValue, -1.1500000000000001, 0.1, 5E-14, -1.056E-13, 1.7400000000000029E-13
DataValue, -1.1, 0.1, -2.0000000000000003E-14, -9.78E-14, 7.8799999999999937E-13
DataValue, -1.05, 0.1, 1.0500000000000002E-12, -2.68E-14, -3.199999999999996E-13
DataValue, -1, 0.1, 1.02E-12, -1.2979999999999999E-13, -3.200000000000001E-13
DataValue, -0.95000000000000007, 0.1, 1.0000000000000002E-14, -5.88E-14, 2.04E-13
DataValue, -0.9, 0.1, -1.6000000000000003E-13, -1.0939999999999999E-13, -8.7799999999999929E-13
DataValue, -0.85, 0.1, 3.5E-13, -1.466E-13, -1.7000000000000006E-13
DataValue, -0.8, 0.1, 1E-13, -1.264E-13, 2.0600000000000013E-13
DataValue, -0.75, 0.1, -1.0000000000000002E-14, -1.26E-13, 1.8000000000000027E-14
DataValue, -0.70000000000000007, 0.1, 5.6E-13, -1.246E-13, 4.8000000000000008E-13
DataValue, -0.65, 0.1, 5E-14, -7.8E-14, 7.2799999999999942E-13
DataValue, -0.6, 0.1, -4.0000000000000006E-14, -5.18E-14, 2.3760000000000008E-12
DataValue, -0.55, 0.1, 1.1000000000000001E-13, 1.596E-13, 8.0360000000000017E-12
DataValue, -0.5, 0.1, 5.7E-13, 7.518E-13, 2.980599999999999E-11
DataValue, -0.45, 0.1, 1.6000000000000003E-13, 3.1402E-12, 1.0321200000000003E-10
DataValue, -0.4, 0.1, 9.000000000000001E-13, 1.1073E-11, 3.30876E-10
DataValue, -0.35000000000000003, 0.1, 1.7000000000000002E-12, 3.62278E-11, 9.7851799999999983E-10
DataValue, -0.3, 0.1, -4.0000000000000006E-14, 1.089248E-10, 2.5647219999999992E-09
DataValue, -0.25, 0.1, 1.02E-12, 2.9270000000000003E-10, 5.7350520000000031E-09
DataValue, -0.2, 0.1, 1.03E-12, 6.8243000000000009E-10, 1.0574999999999999E-08
DataValue, -0.15, 0.1, 9.2000000000000012E-13, 1.3502E-09, 1.6455699999999996E-08
DataValue, -0.1, 0.1, 4.7E-13, 2.328E-09, 2.2018000000000006E-08
DataValue, -0.05, 0.1, 1.1900000000000002E-12, 3.552E-09, 2.6487999999999995E-08
DataValue, 0, 0.1, 1.31E-12, 4.9768E-09, 2.9703999999999996E-08
DataValue, 0.05, 0.1, 8.5000000000000011E-13, 6.5224E-09, 3.1759999999999995E-08
DataValue, 0.1, 0.1, 5.7E-13, 8.1528E-09, 3.3727000000000015E-08
DataValue, 0.15, 0.1, -8.0000000000000013E-14, 9.8951E-09, 3.5431999999999996E-08
DataValue, 0.2, 0.1, -1.1000000000000001E-13, 1.1696E-08, 3.6720999999999982E-08
DataValue, 0.25, 0.1, 9.7000000000000011E-13, 1.35672E-08, 3.7780000000000018E-08
DataValue, 0.3, 0.1, 9.1000000000000016E-13, 1.5474E-08, 3.9037999999999975E-08
DataValue, 0.35000000000000003, 0.1, 1.1000000000000002E-12, 1.7470999999999998E-08, 4.0867999999999966E-08
DataValue, 0.4, 0.1, 1.3500000000000001E-12, 1.9560799999999998E-08, 4.2304000000000013E-08
DataValue, 0.45, 0.1, 1.1600000000000001E-12, 2.17014E-08, 4.3532000000000009E-08
DataValue, 0.5, 0.1, 1.08E-12, 2.3913999999999998E-08, 4.5247999999999969E-08
DataValue, 0.55, 0.1, 1.45E-12, 2.6226199999999997E-08, 4.6617999999999994E-08
DataValue, 0.6, 0.1, 1.17E-12, 2.8575799999999996E-08, 4.8211999999999995E-08
DataValue, 0.65, 0.1, 1.18E-12, 3.1047399999999995E-08, 4.9641999999999936E-08
DataValue, 0.70000000000000007, 0.1, 1.1600000000000001E-12, 3.3539999999999995E-08, 5.1560000000000046E-08
DataValue, 0.75, 0.1, 1.4700000000000002E-12, 3.62034E-08, 5.4270000000000009E-08
DataValue, 0.8, 0.1, 1.2800000000000002E-12, 3.8966999999999994E-08, 5.586999999999997E-08
DataValue, 0.85, 0.1, 1.31E-12, 4.1790399999999994E-08, 5.7080000000000019E-08
DataValue, 0.9, 0.1, 1.31E-12, 4.4674999999999995E-08, 5.8939999999999944E-08
DataValue, 0.95000000000000007, 0.1, 1.3300000000000002E-12, 4.7684399999999994E-08, 6.0644000000000037E-08
