
SetupTitle, TFT Id-Vg
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, gm
TestParameter, Function.User.Unit, S
TestParameter, Function.User.Definition, diff(Idrain, Vgate)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, Vgate
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 15
TestParameter, Output.Graph.YAxis.Data, Idrain, gm, Idrain
TestParameter, Output.Graph.YAxis.Scale, Log, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, -0.0001
TestParameter, Output.Graph.YAxis.Top, 0.001, 1, 0.0001
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.List.Data, Vgate, Vdrain, Igate, Idrain, gm
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/10/2017 09:57:19
MetaData, TestRecord.TestTarget, 100um_50um
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 13332184-1795-471b-9acb-02df29170cbf
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgate
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Idrain, gm, Idrain
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, S, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-15, 0, -0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.001, 1, 0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777215
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, Vgate: [ -5 , 10 ] V / 301; Igate: 10 mA	Vdrain: [ 100 m, 900 m] V / 400 mV; Idrain: 100 uA	Vsource: 0 V; Isource: 100 mA
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vgate, Vdrain, Igate, Idrain, gm
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A, A, S
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TFT Id-Vg
Dimension1, 301, 301, 301, 301, 301
Dimension2, 3, 3, 3, 3, 3
DataName, Vgate, Vdrain, Igate, Idrain, gm
DataValue, -5, 0.1, -1.3E-13, -2.686E-13, 1.6400000000000069E-13
DataValue, -4.95, 0.1, 5.3000000000000006E-13, -2.604E-13, 1.680000000000005E-13
DataValue, -4.9, 0.1, 1.04E-12, -2.518E-13, -7.8600000000000271E-13
DataValue, -4.8500000000000005, 0.1, 1.07E-12, -3.3899999999999997E-13, -1.2359999999999933E-12
DataValue, -4.8, 0.1, 4.0000000000000006E-14, -3.754E-13, -1.0799999999999957E-13
DataValue, -4.75, 0.1, -2.7E-13, -3.498E-13, 1.3200000000000032E-13
DataValue, -4.7, 0.1, -4.3000000000000004E-13, -3.622E-13, 6.7000000000000209E-13
DataValue, -4.65, 0.1, -2.6E-13, -2.828E-13, 1.500000000000009E-13
DataValue, -4.6000000000000005, 0.1, 1.0000000000000002E-14, -3.4719999999999997E-13, -7.719999999999955E-13
DataValue, -4.55, 0.1, -2E-13, -3.6E-13, 5.19999999999994E-14
DataValue, -4.5, 0.1, -3.0000000000000003E-13, -3.42E-13, -7.0400000000000286E-13
DataValue, -4.45, 0.1, 2.7E-13, -4.304E-13, -8.4800000000000305E-13
DataValue, -4.4, 0.1, 3.2000000000000005E-13, -4.268E-13, 4.6200000000000207E-13
DataValue, -4.3500000000000005, 0.1, -9.0000000000000008E-14, -3.8419999999999997E-13, 6.6599999999999686E-13
DataValue, -4.3, 0.1, -4.7E-13, -3.6019999999999997E-13, -4.8199999999999785E-13
DataValue, -4.25, 0.1, 9.4E-13, -4.324E-13, -2.5800000000000092E-13
DataValue, -4.2, 0.1, 3.7000000000000004E-13, -3.8599999999999997E-13, 5.9400000000000242E-13
DataValue, -4.15, 0.1, -4.4000000000000004E-13, -3.73E-13, 7.4599999999999561E-13
DataValue, -4.1, 0.1, -3.7000000000000004E-13, -3.114E-13, -2.6999999999999895E-13
DataValue, -4.05, 0.1, 2.2000000000000002E-13, -4E-13, -6.200000000000021E-13
DataValue, -4, 0.1, -5E-14, -3.734E-13, 2.76000000000001E-13
DataValue, -3.95, 0.1, -3.7000000000000004E-13, -3.724E-13, -1.5399999999999952E-13
DataValue, -3.9, 0.1, -3.2000000000000005E-13, -3.8879999999999997E-13, -6.6399999999999939E-13
DataValue, -3.85, 0.1, 2.9000000000000003E-13, -4.388E-13, -1.6600000000000058E-13
DataValue, -3.8000000000000003, 0.1, -4.5000000000000005E-13, -4.0539999999999997E-13, 9.1599999999999953E-13
DataValue, -3.75, 0.1, -1.2000000000000002E-13, -3.4719999999999997E-13, 2.6399999999999943E-13
DataValue, -3.7, 0.1, 3.8000000000000005E-13, -3.79E-13, -5.0199999999999988E-13
DataValue, -3.65, 0.1, 1.6000000000000003E-13, -3.974E-13, 2.3999999999999979E-13
DataValue, -3.6, 0.1, -7.2000000000000006E-13, -3.55E-13, 2.8000000000000133E-13
DataValue, -3.5500000000000003, 0.1, -3.6000000000000003E-13, -3.6939999999999997E-13, -1.6799999999999974E-13
DataValue, -3.5, 0.1, 3.3E-13, -3.718E-13, -5.2000000000000138E-14
DataValue, -3.45, 0.1, -1.0000000000000002E-14, -3.746E-13, 8.0000000000000088E-14
DataValue, -3.4, 0.1, -4.7E-13, -3.6379999999999997E-13, -3.9999999999999792E-14
DataValue, -3.35, 0.1, 9.0000000000000008E-14, -3.7859999999999997E-13, -3.5600000000000146E-13
DataValue, -3.3000000000000003, 0.1, 2.9000000000000003E-13, -3.994E-13, -1.8600000000000024E-13
DataValue, -3.25, 0.1, -1.9000000000000002E-13, -3.972E-13, 8.8399999999999926E-13
DataValue, -3.2, 0.1, -5.7E-13, -3.11E-13, 2.36E-13
DataValue, -3.15, 0.1, 2.6E-13, -3.736E-13, -9.7599999999999927E-13
DataValue, -3.1, 0.1, 4.4000000000000004E-13, -4.086E-13, -8.4000000000000248E-14
DataValue, -3.0500000000000003, 0.1, -1.5000000000000002E-13, -3.82E-13, 4.3799999999999985E-13
DataValue, -3, 0.1, 8.0000000000000013E-14, -3.6479999999999997E-13, 9.3799999999999923E-13
DataValue, -2.95, 0.1, 2.6E-13, -2.8819999999999997E-13, 4.7999999999999957E-13
DataValue, -2.9, 0.1, 1.4200000000000002E-12, -3.1679999999999997E-13, -3.8799999999999961E-13
DataValue, -2.85, 0.1, 1.3800000000000002E-12, -3.2699999999999997E-13, 4.0000000000000122E-13
DataValue, -2.8000000000000003, 0.1, 5E-13, -2.768E-13, -4.3400000000000007E-13
DataValue, -2.75, 0.1, 9.5E-13, -3.704E-13, -8.5999999999999906E-13
DataValue, -2.7, 0.1, -3.3E-13, -3.628E-13, -1.1199999999999983E-13
DataValue, -2.65, 0.1, 6.0000000000000009E-14, -3.816E-13, -3.319999999999997E-13
DataValue, -2.6, 0.1, 3.2000000000000005E-13, -3.96E-13, -4.1999999999999872E-14
DataValue, -2.5500000000000003, 0.1, -7E-14, -3.858E-13, 3.4999999999999972E-13
DataValue, -2.5, 0.1, -1.9000000000000002E-13, -3.61E-13, -8.519999999999996E-13
DataValue, -2.45, 0.1, 2.6E-13, -4.71E-13, -1.8000000000000009E-13
DataValue, -2.4, 0.1, 2.8E-13, -3.79E-13, 1.1179999999999995E-12
DataValue, -2.35, 0.1, -4.5000000000000005E-13, -3.5919999999999997E-13, -1.1800000000000053E-13
DataValue, -2.3000000000000003, 0.1, -3.0000000000000003E-13, -3.908E-13, 6.7799999999999913E-13
DataValue, -2.25, 0.1, 5.2E-13, -2.914E-13, 5.5199999999999957E-13
DataValue, -2.2, 0.1, 1.18E-12, -3.356E-13, -9.999999999999999E-14
DataValue, -2.15, 0.1, 8E-13, -3.014E-13, -5.7399999999999937E-13
DataValue, -2.1, 0.1, 3.6000000000000003E-13, -3.93E-13, -1.2419999999999985E-12
DataValue, -2.05, 0.1, 1.1000000000000001E-13, -4.2559999999999997E-13, 5.5999999999999963E-13
DataValue, -2, 0.1, -4.2000000000000003E-13, -3.37E-13, -3.2000000000000312E-14
DataValue, -1.95, 0.1, 9.0000000000000008E-14, -4.288E-13, -8.6600000000000116E-13
DataValue, -1.9000000000000001, 0.1, 1.7E-13, -4.236E-13, 3.4000000000000052E-13
DataValue, -1.85, 0.1, -3.6000000000000003E-13, -3.948E-13, 2.5999999999999965E-13
DataValue, -1.8, 0.1, -1.5000000000000002E-13, -3.976E-13, -5.2000000000000138E-14
DataValue, -1.75, 0.1, 5.8000000000000005E-13, -4E-13, -6.3999999999999967E-14
DataValue, -1.7, 0.1, -1.0000000000000002E-14, -4.04E-13, 8.3400000000000139E-13
DataValue, -1.6500000000000001, 0.1, -5.9E-13, -3.166E-13, -2.2800000000000044E-13
DataValue, -1.6, 0.1, 1.5000000000000002E-13, -4.268E-13, 2.6399999999999943E-13
DataValue, -1.55, 0.1, 6.1E-13, -2.902E-13, 6.5599999999999933E-13
DataValue, -1.5, 0.1, 1.17E-12, -3.612E-13, -7.1599999999999907E-13
DataValue, -1.45, 0.1, 2.0000000000000003E-14, -3.618E-13, -5.4000000000000043E-13
DataValue, -1.4000000000000001, 0.1, 1.9000000000000002E-13, -4.152E-13, -3.4200000000000041E-13
DataValue, -1.35, 0.1, -2.6E-13, -3.96E-13, 4.1999999999999937E-13
DataValue, -1.3, 0.1, -3.2000000000000005E-13, -3.732E-13, 1.0799999999999954E-13
DataValue, -1.25, 0.1, 6.2000000000000008E-13, -3.852E-13, -8.8999999999999893E-13
DataValue, -1.2, 0.1, 4.0000000000000006E-14, -4.622E-13, -5.3999999999999637E-14
DataValue, -1.1500000000000001, 0.1, -4.0000000000000006E-14, -3.9059999999999997E-13, 1.1800000000000025E-13
DataValue, -1.1, 0.1, -6.0000000000000009E-14, -4.504E-13, 8.43999999999999E-13
DataValue, -1.05, 0.1, 6.9000000000000009E-13, -3.062E-13, 3.7199999999999948E-13
DataValue, -1, 0.1, 1.2500000000000001E-12, -4.132E-13, -8.5000000000000011E-13
DataValue, -0.95000000000000007, 0.1, -4.0000000000000006E-14, -3.912E-13, 9.3999999999999928E-14
DataValue, -0.9, 0.1, 8.0000000000000013E-14, -4.038E-13, -3.1599999999999956E-13
DataValue, -0.85, 0.1, -2E-13, -4.228E-13, 8.6000000000000058E-13
DataValue, -0.8, 0.1, -2.2000000000000002E-13, -3.1779999999999997E-13, 4.7999999999999909E-14
DataValue, -0.75, 0.1, -1.6000000000000003E-13, -4.18E-13, -6.6600000000000049E-13
DataValue, -0.70000000000000007, 0.1, 3.2000000000000005E-13, -3.844E-13, 1.1999999999999851E-14
DataValue, -0.65, 0.1, -2.6E-13, -4.168E-13, 4.4599999999999992E-13
DataValue, -0.6, 0.1, -2.6E-13, -3.398E-13, 1.1780000000000004E-12
DataValue, -0.55, 0.1, 3.4E-13, -2.99E-13, 2.328E-12
DataValue, -0.5, 0.1, 5.9E-13, -1.07E-13, 1.2641999999999996E-11
DataValue, -0.45, 0.1, -4.9E-13, 9.652E-13, 4.4196000000000011E-11
DataValue, -0.4, 0.1, 1.18E-12, 4.3126E-12, 1.5012400000000006E-10
DataValue, -0.35000000000000003, 0.1, 6.0000000000000009E-14, 1.59776E-11, 4.8015399999999987E-10
DataValue, -0.3, 0.1, -2.5E-13, 5.2328E-11, 1.3437239999999996E-09
DataValue, -0.25, 0.1, 1.14E-12, 1.5035E-10, 3.1492200000000012E-09
DataValue, -0.2, 0.1, 1.23E-12, 3.6725000000000005E-10, 5.86E-09
DataValue, -0.15, 0.1, 9.9E-13, 7.3635E-10, 8.8044999999999979E-09
DataValue, -0.1, 0.1, 1.0500000000000002E-12, 1.2477E-09, 1.1179500000000001E-08
DataValue, -0.05, 0.1, 7.6000000000000009E-13, 1.8543E-09, 1.263E-08
DataValue, 0, 0.1, 1.4300000000000002E-12, 2.5107E-09, 1.3274999999999998E-08
DataValue, 0.05, 0.1, 1.7000000000000002E-12, 3.1818E-09, 1.3467999999999999E-08
DataValue, 0.1, 0.1, 7.9000000000000007E-13, 3.8575E-09, 1.3499999999999999E-08
DataValue, 0.15, 0.1, 1.7E-13, 4.5318E-09, 1.3607999999999997E-08
DataValue, 0.2, 0.1, -2.4000000000000004E-13, 5.2183E-09, 1.3604000000000004E-08
DataValue, 0.25, 0.1, -1.3E-13, 5.8922E-09, 1.3510000000000003E-08
DataValue, 0.3, 0.1, 3.3E-13, 6.5693E-09, 1.3578999999999995E-08
DataValue, 0.35000000000000003, 0.1, 7.4000000000000008E-13, 7.2501E-09, 1.3632E-08
DataValue, 0.4, 0.1, 1.08E-12, 7.9325E-09, 1.3681999999999998E-08
DataValue, 0.45, 0.1, 1.0500000000000002E-12, 8.6183E-09, 1.3737000000000003E-08
DataValue, 0.5, 0.1, 3.0000000000000003E-13, 9.3062E-09, 1.3824E-08
DataValue, 0.55, 0.1, 6.0000000000000009E-14, 1.00007E-08, 1.3913000000000007E-08
DataValue, 0.6, 0.1, -7E-14, 1.06975E-08, 1.3973999999999997E-08
DataValue, 0.65, 0.1, 1.0000000000000002E-14, 1.13981E-08, 1.4050999999999975E-08
DataValue, 0.70000000000000007, 0.1, 6.400000000000001E-13, 1.2102599999999999E-08, 1.4226999999999996E-08
DataValue, 0.75, 0.1, 2E-13, 1.2820799999999999E-08, 1.4322000000000004E-08
DataValue, 0.8, 0.1, -1.7E-13, 1.35348E-08, 1.431E-08
DataValue, 0.85, 0.1, 2.3000000000000003E-13, 1.4251799999999998E-08, 1.4416000000000008E-08
DataValue, 0.9, 0.1, 2.8E-13, 1.49764E-08, 1.448999999999999E-08
DataValue, 0.95000000000000007, 0.1, 6.0000000000000009E-14, 1.57008E-08, 1.4563999999999987E-08
