
SetupTitle, TFT Id-Vg
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, gm
TestParameter, Function.User.Unit, S
TestParameter, Function.User.Definition, diff(Idrain, Vgate)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, Vgate
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 15
TestParameter, Output.Graph.YAxis.Data, Idrain, gm, Idrain
TestParameter, Output.Graph.YAxis.Scale, Log, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, -0.0001
TestParameter, Output.Graph.YAxis.Top, 0.001, 1, 0.0001
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.List.Data, Vgate, Vdrain, Igate, Idrain, gm
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/10/2017 10:06:54
MetaData, TestRecord.TestTarget, 10um_100um
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 63964304-a84b-41e2-8339-171b1c2f0290
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgate
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Idrain, gm, Idrain
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, S, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-15, 0, -0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.001, 1, 0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777215
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, Vgate: [ -5 , 10 ] V / 301; Igate: 10 mA	Vdrain: [ 100 m, 900 m] V / 400 mV; Idrain: 100 uA	Vsource: 0 V; Isource: 100 mA
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vgate, Vdrain, Igate, Idrain, gm
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A, A, S
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TFT Id-Vg
Dimension1, 301, 301, 301, 301, 301
Dimension2, 3, 3, 3, 3, 3
DataName, Vgate, Vdrain, Igate, Idrain, gm
DataValue, -5, 0.1, 8.9E-13, -1.486E-13, -2.9200000000000123E-13
DataValue, -4.95, 0.1, 5.1E-13, -1.632E-13, -9.3800000000000348E-13
DataValue, -4.9, 0.1, 1.0500000000000002E-12, -2.424E-13, -1.1020000000000036E-12
DataValue, -4.8500000000000005, 0.1, 1.2000000000000002E-13, -2.734E-13, 9.0399999999999514E-13
DataValue, -4.8, 0.1, 1.6000000000000003E-13, -1.52E-13, 4.5399999999999746E-13
DataValue, -4.75, 0.1, 1.17E-12, -2.28E-13, -7.3800000000000261E-13
DataValue, -4.7, 0.1, 9.4E-13, -2.258E-13, 4.5000000000000147E-13
DataValue, -4.65, 0.1, 6.5000000000000006E-13, -1.83E-13, -1.0200000000000034E-13
DataValue, -4.6000000000000005, 0.1, 7.4000000000000008E-13, -2.36E-13, -6.779999999999964E-13
DataValue, -4.55, 0.1, 2.2000000000000002E-13, -2.508E-13, 9.25999999999995E-13
DataValue, -4.5, 0.1, 7.8000000000000011E-13, -1.434E-13, 4.5400000000000175E-13
DataValue, -4.45, 0.1, 1.21E-12, -2.054E-13, -5.52000000000002E-13
DataValue, -4.4, 0.1, 9.3E-13, -1.986E-13, -8.7600000000000334E-13
DataValue, -4.3500000000000005, 0.1, 3.5E-13, -2.93E-13, -8.3799999999999532E-13
DataValue, -4.3, 0.1, 1.3E-13, -2.824E-13, 2.4199999999999907E-13
DataValue, -4.25, 0.1, -1.1000000000000001E-13, -2.688E-13, 2.5000000000000085E-13
DataValue, -4.2, 0.1, 1.1000000000000001E-13, -2.574E-13, 2.3999999999999781E-14
DataValue, -4.15, 0.1, 1.2000000000000002E-13, -2.664E-13, -1.1399999999999921E-13
DataValue, -4.1, 0.1, -2.5E-13, -2.688E-13, 5.0799999999999753E-13
DataValue, -4.05, 0.1, -3.6000000000000003E-13, -2.1559999999999999E-13, 9.08000000000003E-13
DataValue, -4, 0.1, 1.5000000000000002E-13, -1.78E-13, -7.9200000000000309E-13
DataValue, -3.95, 0.1, 6.6E-13, -2.948E-13, -7.7399999999999933E-13
DataValue, -3.9, 0.1, -7.2000000000000006E-13, -2.554E-13, 4.3999999999999974E-13
DataValue, -3.85, 0.1, 8.0000000000000013E-14, -2.508E-13, -1.9800000000000047E-13
DataValue, -3.8000000000000003, 0.1, 3.0000000000000003E-13, -2.752E-13, -4.5199999999999959E-13
DataValue, -3.75, 0.1, -1.5000000000000002E-13, -2.96E-13, 5.5399999999999925E-13
DataValue, -3.7, 0.1, -1.5000000000000002E-13, -2.198E-13, -4.8999999999999953E-13
DataValue, -3.65, 0.1, 2E-13, -3.45E-13, -7.3799999999999908E-13
DataValue, -3.6, 0.1, 1.7E-13, -2.936E-13, 6.1400000000000243E-13
DataValue, -3.5500000000000003, 0.1, -2.7E-13, -2.8359999999999997E-13, 2.9199999999999941E-13
DataValue, -3.5, 0.1, -2.6E-13, -2.644E-13, 1.039999999999999E-12
DataValue, -3.45, 0.1, 3.6000000000000003E-13, -1.7959999999999999E-13, 5.7599999999999977E-13
DataValue, -3.4, 0.1, 1.36E-12, -2.0679999999999999E-13, -1.7999999999999984E-13
DataValue, -3.35, 0.1, 1.2500000000000001E-12, -1.9759999999999999E-13, -1.332000000000005E-12
DataValue, -3.3000000000000003, 0.1, 5E-13, -3.4E-13, -1.2179999999999989E-12
DataValue, -3.25, 0.1, -1.7E-13, -3.194E-13, 9.21999999999999E-13
DataValue, -3.2, 0.1, -2E-13, -2.478E-13, 2.3999999999999979E-13
DataValue, -3.15, 0.1, -1.4E-13, -2.954E-13, -4.8799999999999964E-13
DataValue, -3.1, 0.1, 1.5000000000000002E-13, -2.966E-13, -3.6000000000000175E-14
DataValue, -3.0500000000000003, 0.1, -9.0000000000000008E-14, -2.99E-13, 9.8199999999999945E-13
DataValue, -3, 0.1, -8.0000000000000013E-14, -1.984E-13, 3.9799999999999957E-13
DataValue, -2.95, 0.1, -2.4000000000000004E-13, -2.592E-13, -9.8599999999999923E-13
DataValue, -2.9, 0.1, -8.0000000000000013E-14, -2.97E-13, 8.000000000000059E-15
DataValue, -2.85, 0.1, -4.1E-13, -2.584E-13, -1.5200000000000029E-13
DataValue, -2.8000000000000003, 0.1, 3.0000000000000005E-14, -3.1219999999999997E-13, -2.3999999999999979E-13
DataValue, -2.75, 0.1, 1.9000000000000002E-13, -2.824E-13, 7.319999999999992E-13
DataValue, -2.7, 0.1, -3.5E-13, -2.39E-13, 6.0199999999999935E-13
DataValue, -2.65, 0.1, 3.0000000000000005E-14, -2.222E-13, -6.4199999999999959E-13
DataValue, -2.6, 0.1, 2.2000000000000002E-13, -3.032E-13, -6.9800000000000268E-13
DataValue, -2.5500000000000003, 0.1, 2.5E-13, -2.92E-13, 1.6200000000000007E-13
DataValue, -2.5, 0.1, -1.6000000000000003E-13, -2.87E-13, 2.8599999999999974E-13
DataValue, -2.45, 0.1, -1.5000000000000002E-13, -2.634E-13, -2.7799999999999967E-13
DataValue, -2.4, 0.1, 1E-13, -3.148E-13, -2.7799999999999967E-13
DataValue, -2.35, 0.1, 1.0000000000000002E-14, -2.912E-13, 5.42000000000002E-13
DataValue, -2.3000000000000003, 0.1, -2.9000000000000003E-13, -2.6059999999999997E-13, 2.6399999999999994E-13
DataValue, -2.25, 0.1, -3.0000000000000005E-14, -2.648E-13, -4.4799999999999981E-13
DataValue, -2.2, 0.1, 5E-13, -3.054E-13, -3.2999999999999981E-13
DataValue, -2.15, 0.1, -1.2000000000000002E-13, -2.978E-13, 5.5799999999999924E-13
DataValue, -2.1, 0.1, -1.5000000000000002E-13, -2.496E-13, -1.8999999999999952E-13
DataValue, -2.05, 0.1, 2.3000000000000003E-13, -3.1679999999999997E-13, -7.61999999999999E-13
DataValue, -2, 0.1, 3.8000000000000005E-13, -3.258E-13, 3.6600000000000016E-13
DataValue, -1.95, 0.1, -2E-13, -2.802E-13, 4.1200000000000021E-13
DataValue, -1.9000000000000001, 0.1, -3.1000000000000004E-13, -2.846E-13, 1.1700000000000017E-12
DataValue, -1.85, 0.1, 5.2E-13, -1.632E-13, 1.2179999999999991E-12
DataValue, -1.8, 0.1, 9.6000000000000015E-13, -1.628E-13, -2.9399999999999981E-13
DataValue, -1.75, 0.1, 1.41E-12, -1.926E-13, -2.7999999999999982E-13
DataValue, -1.7, 0.1, 9.9E-13, -1.908E-13, -1.4540000000000017E-12
DataValue, -1.6500000000000001, 0.1, 9.000000000000001E-13, -3.3799999999999997E-13, -1.0760000000000011E-12
DataValue, -1.6, 0.1, -1.9000000000000002E-13, -2.9839999999999997E-13, 3.7799999999999965E-13
DataValue, -1.55, 0.1, 7E-14, -3.0019999999999997E-13, 1.359999999999995E-13
DataValue, -1.5, 0.1, 4.4000000000000004E-13, -2.848E-13, 2.1799999999999948E-13
DataValue, -1.45, 0.1, -2.2000000000000002E-13, -2.784E-13, 3.0200000000000053E-13
DataValue, -1.4000000000000001, 0.1, 0, -2.546E-13, 2.0400000000000022E-13
DataValue, -1.35, 0.1, 1.9000000000000002E-13, -2.58E-13, 4.959999999999997E-13
DataValue, -1.3, 0.1, 4.4000000000000004E-13, -2.0499999999999999E-13, -3.8799999999999961E-13
DataValue, -1.25, 0.1, 1.36E-12, -2.968E-13, -1.1299999999999992E-12
DataValue, -1.2, 0.1, -2.2000000000000002E-13, -3.18E-13, -1.9999999999999993E-13
DataValue, -1.1500000000000001, 0.1, -9.0000000000000008E-14, -3.1679999999999997E-13, 2.1400000000000017E-13
DataValue, -1.1, 0.1, -2.9000000000000003E-13, -2.966E-13, 3.0399999999999976E-13
DataValue, -1.05, 0.1, 2.3000000000000003E-13, -2.8639999999999997E-13, 1.0379999999999992E-12
DataValue, -1, 0.1, 3.7000000000000004E-13, -1.928E-13, 1.042E-12
DataValue, -0.95000000000000007, 0.1, 1.36E-12, -1.822E-13, -2.2400000000000016E-13
DataValue, -0.9, 0.1, 1.17E-12, -2.152E-13, -1.4239999999999988E-12
DataValue, -0.85, 0.1, 3.2000000000000005E-13, -3.246E-13, 2.2000000000000064E-14
DataValue, -0.8, 0.1, 6.0000000000000009E-14, -2.13E-13, 1.0620000000000003E-12
DataValue, -0.75, 0.1, 9.2000000000000012E-13, -2.1839999999999998E-13, -4.08E-13
DataValue, -0.70000000000000007, 0.1, 6.3E-13, -2.538E-13, -1.0380000000000002E-12
DataValue, -0.65, 0.1, -4.4000000000000004E-13, -3.222E-13, -4.5999999999999966E-13
DataValue, -0.6, 0.1, -4.3000000000000004E-13, -2.998E-13, 4.4599999999999992E-13
DataValue, -0.55, 0.1, 6.5000000000000006E-13, -2.776E-13, -9.2000000000000037E-14
DataValue, -0.5, 0.1, 0, -3.09E-13, 1.3799999999999997E-13
DataValue, -0.45, 0.1, -3.8000000000000005E-13, -2.638E-13, 2.0660000000000003E-12
DataValue, -0.4, 0.1, -7E-14, -1.024E-13, 6.2780000000000013E-12
DataValue, -0.35000000000000003, 0.1, 3.0000000000000003E-13, 3.64E-13, 2.3907999999999991E-11
DataValue, -0.3, 0.1, -4.0000000000000006E-14, 2.2884E-12, 8.0347999999999982E-11
DataValue, -0.25, 0.1, 1.2800000000000002E-12, 8.3988E-12, 2.4049600000000007E-10
DataValue, -0.2, 0.1, -5.7E-13, 2.6338E-11, 5.80602E-10
DataValue, -0.15, 0.1, 9.7000000000000011E-13, 6.6459E-11, 1.08992E-09
DataValue, -0.1, 0.1, -4.5000000000000005E-13, 1.3533E-10, 1.6465100000000001E-09
DataValue, -0.05, 0.1, 4.0000000000000006E-14, 2.3111000000000002E-10, 2.0921000000000003E-09
DataValue, 0, 0.1, -2.8E-13, 3.4454000000000003E-10, 2.3629E-09
DataValue, 0.05, 0.1, 5E-14, 4.6740000000000006E-10, 2.4934999999999997E-09
DataValue, 0.1, 0.1, 7.6000000000000009E-13, 5.9389E-10, 2.5437000000000006E-09
DataValue, 0.15, 0.1, 8E-13, 7.2177000000000008E-10, 2.5925000000000011E-09
DataValue, 0.2, 0.1, 1.2000000000000001E-12, 8.5314000000000012E-10, 2.6049E-09
DataValue, 0.25, 0.1, 8.5000000000000011E-13, 9.8226E-10, 2.5793000000000012E-09
DataValue, 0.3, 0.1, 7E-14, 1.1110700000000002E-09, 2.5763999999999987E-09
DataValue, 0.35000000000000003, 0.1, 1.3E-13, 1.2399E-09, 2.6112999999999982E-09
DataValue, 0.4, 0.1, 1.1000000000000002E-12, 1.3722E-09, 2.6389999999999993E-09
DataValue, 0.45, 0.1, 1.1500000000000002E-12, 1.5038E-09, 2.628E-09
DataValue, 0.5, 0.1, 5.4E-13, 1.635E-09, 2.645E-09
DataValue, 0.55, 0.1, 7E-14, 1.7683E-09, 2.6770000000000006E-09
DataValue, 0.6, 0.1, -7E-14, 1.9027E-09, 2.6859999999999992E-09
DataValue, 0.65, 0.1, 1.8000000000000002E-13, 2.0369E-09, 2.7039999999999956E-09
DataValue, 0.70000000000000007, 0.1, 7.5E-13, 2.1731E-09, 2.7500000000000002E-09
DataValue, 0.75, 0.1, 1.2500000000000001E-12, 2.3119E-09, 2.7710000000000025E-09
DataValue, 0.8, 0.1, 8.5000000000000011E-13, 2.4502E-09, 2.7750000000000038E-09
DataValue, 0.85, 0.1, 6.8E-13, 2.5894E-09, 2.7959999999999982E-09
DataValue, 0.9, 0.1, 2.6E-13, 2.7298E-09, 2.8079999999999944E-09
DataValue, 0.95000000000000007, 0.1, 1.1000000000000001E-13, 2.8702E-09, 2.8230000000000023E-09
DataValue, 1, 0.1, -2.3000000000000003E-13, 3.0121E-09, 2.8490000000000021E-09
